mode,route,contrast,metric,compared_mean,reference_mean,mean_difference,sd_difference,ci95_low,ci95_high,positive_flights,n_flights,sign_flip_p,bootstrap_resamples,bootstrap_seed
original_static,mid,M6_minus_M8,visual_dispersion_3d_cm,4.31976685672496,4.18963823569565,0.13012862102931,0.501441901133506,-0.235534218281805,0.486024227887429,3,5,0.5625,20000,20260722
original_static,mid,M7_minus_M8,visual_dispersion_3d_cm,3.41448086746708,4.18963823569565,-0.775157368228571,0.359276331202607,-1.08465867744596,-0.51699373990545,0,5,0.0625,20000,20260722
original_static,mid,M6_minus_M7,visual_dispersion_3d_cm,4.31976685672496,3.41448086746708,0.905285989257881,0.660975634054266,0.317910090576987,1.32051458953714,4,5,0.125,20000,20260722
original_static,mid,group,kt_rmse_3d_cm,2.5182705360481,2.97838471073527,-0.460114174687169,0.332392037457623,-0.70352990474988,-0.185340299282728,0,5,0.0625,20000,20260722
original_static,mid,M6_minus_M8,kt_rmse_3d_cm,3.05206859640286,2.97838471073527,0.0736838856675905,0.395151035265288,-0.224549910982449,0.386258240588151,2,5,0.6875,20000,20260722
original_static,mid,M7_minus_M8,kt_rmse_3d_cm,1.98447247569334,2.97838471073527,-0.993912235041928,0.358636565883572,-1.24273087049917,-0.68729721084224,0,5,0.0625,20000,20260722
original_static,mid,M6_minus_M7,kt_rmse_3d_cm,3.05206859640286,1.98447247569334,1.06759612070952,0.357199087147576,0.820933525502939,1.37316666835335,5,5,0.0625,20000,20260722
original_static,mid,group,kalman_pos_std_3d_cm,2.46067692955279,2.94192441718015,-0.481247487627359,0.34819066988891,-0.737757813673115,-0.206412643578195,1,5,0.125,20000,20260722
original_static,mid,M6_minus_M8,kalman_pos_std_3d_cm,2.97782038612647,2.94192441718015,0.0358959689463226,0.412080404214057,-0.282200688780949,0.353992626673594,2,5,0.8125,20000,20260722
original_static,mid,M7_minus_M8,kalman_pos_std_3d_cm,1.94353347297911,2.94192441718015,-0.99839094420104,0.358024308188237,-1.23780995710842,-0.704442807399931,0,5,0.0625,20000,20260722
original_static,mid,M6_minus_M7,kalman_pos_std_3d_cm,2.97782038612647,1.94353347297911,1.03428691314736,0.333221186587858,0.794091492775867,1.32528322987056,5,5,0.0625,20000,20260722
original_static,mid,group,rpy_std_deg,4.70667844648648,6.44367497422971,-1.73699652774323,0.891774086661746,-2.5218102692836,-1.13190032444647,0,5,0.0625,20000,20260722
original_static,mid,M6_minus_M8,rpy_std_deg,5.47089545160515,6.44367497422971,-0.972779522624556,1.45090745500747,-2.08475669588363,0.139197650634521,1,5,0.3125,20000,20260722
original_static,mid,M7_minus_M8,rpy_std_deg,3.94246144136781,6.44367497422971,-2.50121353286191,1.29310517706556,-3.4614632089263,-1.45783334096831,0,5,0.0625,20000,20260722
original_static,mid,M6_minus_M7,rpy_std_deg,5.47089545160515,3.94246144136781,1.52843401023735,2.09128257233078,-0.314188748577898,2.86808047184436,4,5,0.1875,20000,20260722
original_static,top,group,vt_rmse_3d_cm,6.16678067485527,4.38410390814847,1.78267676670681,0.528884461169153,1.31419537663026,2.09618770355024,5,5,0.0625,20000,20260722
original_static,top,group,visual_dispersion_3d_cm,5.4507944036629,3.40414047451781,2.04665392914509,0.461349648227481,1.66183683716013,2.39047521587561,5,5,0.0625,20000,20260722
original_static,top,group,kt_rmse_3d_cm,3.23842388649777,2.34975840173453,0.888665484763244,0.311632763160005,0.668670609187898,1.16527736426782,5,5,0.0625,20000,20260722
original_static,top,group,kalman_pos_std_3d_cm,3.22383676111479,2.03133806288688,1.19249869822791,0.344448290666149,0.947349440283652,1.4980785261842,5,5,0.0625,20000,20260722
original_static,top,group,rpy_std_deg,8.98091888743411,4.88986060257013,4.09105828486399,0.980241127952256,3.24143745277608,4.79244783710068,5,5,0.0625,20000,20260722
