test,level,run,segment,marker,mode,comparison_role,geometry,n_samples,vt_rmse_3d_cm,visual_dispersion_3d_cm,kt_rmse_3d_cm,kalman_pos_std_3d_cm,rpy_std_deg,vk_rmse_3d_cm
QR_motioncap_brushless_Light_top_NoWind_test1,top,1,4,4,original_static,compared,Upper and lower boundaries,154,7.79264243180204,6.21661494248887,3.53182501410405,3.51935807464785,10.8748063459313,6.83572474994088
QR_motioncap_brushless_Light_top_NoWind_test1,top,1,4,4,attitude_absolute,compared,Upper and lower boundaries,154,6.24265925055359,4.05099791780463,3.53182501410405,3.51935807464785,10.8748063459313,5.54985265704017
QR_motioncap_brushless_Light_top_NoWind_test1,top,1,4,4,attitude_run_centered,compared,Upper and lower boundaries,154,6.71987246154315,4.05072622752494,3.53182501410405,3.51935807464785,10.8748063459313,6.05455566557993
QR_motioncap_brushless_Light_top_NoWind_test1,top,1,5,5,original_static,reference,Open-side locations,164,4.99143903484209,2.74724362793452,1.47054777086848,1.43224192326303,4.25983397133025,4.61332332393355
QR_motioncap_brushless_Light_top_NoWind_test1,top,1,5,5,attitude_absolute,reference,Open-side locations,164,4.76279874854601,1.6542091348091,1.47054777086848,1.43224192326303,4.25983397133025,4.34429853291407
QR_motioncap_brushless_Light_top_NoWind_test1,top,1,5,5,attitude_run_centered,reference,Open-side locations,164,5.34996628685094,1.65357443757174,1.47054777086848,1.43224192326303,4.25983397133025,4.94515473892453
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,1,1,original_static,reference,Open-side locations,179,4.92690988907335,4.03431600988163,2.14448752555128,1.9973623103441,5.6676955975319,4.05568907517203
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,1,1,attitude_absolute,reference,Open-side locations,179,3.84009338793006,2.03017723558805,2.14448752555128,1.9973623103441,5.6676955975319,3.28823954094371
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,1,1,attitude_run_centered,reference,Open-side locations,179,3.94846117392364,2.030552335818,2.14448752555128,1.9973623103441,5.6676955975319,3.41593515952069
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,2,2,original_static,compared,Upper and lower boundaries,171,6.05041880082255,5.51187638787383,3.15203084860358,3.15829271832435,8.67743276693074,5.24815608629888
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,2,2,attitude_absolute,compared,Upper and lower boundaries,171,4.5945167970935,3.34527989604924,3.15203084860358,3.15829271832435,8.67743276693074,4.2037346794066
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,2,2,attitude_run_centered,compared,Upper and lower boundaries,171,4.71747299713748,3.34599128938788,3.15203084860358,3.15829271832435,8.67743276693074,4.34439809960083
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,3,3,original_static,reference,Open-side locations,172,4.88271547281424,3.44869501262765,2.93056023240547,2.10367695312348,4.60381819491515,3.83281528954518
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,3,3,attitude_absolute,reference,Open-side locations,172,4.19759846789984,2.14891016656504,2.93056023240547,2.10367695312348,4.60381819491515,3.49465257238821
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,3,3,attitude_run_centered,reference,Open-side locations,172,4.36107476304315,2.14935865343077,2.93056023240547,2.10367695312348,4.60381819491515,3.6414735298356
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,4,4,original_static,compared,Upper and lower boundaries,130,7.16047246067686,5.7074882161948,2.89064811033675,2.879107228364,10.5195835079186,6.74952476739754
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,4,4,attitude_absolute,compared,Upper and lower boundaries,130,4.81246532081296,3.58921854786011,2.89064811033675,2.879107228364,10.5195835079186,4.3809073267207
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,4,4,attitude_run_centered,compared,Upper and lower boundaries,130,4.91754966878299,3.59043895559386,2.89064811033675,2.879107228364,10.5195835079186,4.48299027859855
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,original_static,reference,Open-side locations,172,4.37179373483796,2.56215066940172,1.90480470289333,1.86635454063538,3.8768395606252,3.92459070131481
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,attitude_absolute,reference,Open-side locations,172,4.01957263309948,2.09953924612972,1.90480470289333,1.86635454063538,3.8768395606252,3.47516621471986
QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,attitude_run_centered,reference,Open-side locations,172,4.16474601759482,2.09994570817396,1.90480470289333,1.86635454063538,3.8768395606252,3.62684000319912
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,1,1,original_static,reference,Open-side locations,178,4.34876128779125,3.20869666956768,2.10171612524974,1.95319671698857,3.95386150048242,3.15325400617396
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,1,1,attitude_absolute,reference,Open-side locations,178,3.51763501615924,2.03323951401437,2.10171612524974,1.95319671698857,3.95386150048242,2.50567151854183
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,1,1,attitude_run_centered,reference,Open-side locations,178,3.59956019195347,2.03246121056993,2.10171612524974,1.95319671698857,3.95386150048242,2.59188008882951
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,2,2,original_static,compared,Upper and lower boundaries,166,5.87257121820129,5.83716617312642,3.31642262559169,3.30905280797478,9.41969572088191,5.07315151907398
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,2,2,attitude_absolute,compared,Upper and lower boundaries,166,4.16295458603291,3.8318572165888,3.31642262559169,3.30905280797478,9.41969572088191,3.25903843716286
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,2,2,attitude_run_centered,compared,Upper and lower boundaries,166,4.2336990612081,3.83043291553811,3.31642262559169,3.30905280797478,9.41969572088191,3.33748710846727
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,3,3,original_static,reference,Open-side locations,168,3.67877194291732,3.42892231392522,2.96319665429629,2.07603801423938,4.87655154838893,2.8267307627496
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,3,3,attitude_absolute,reference,Open-side locations,168,2.86334280159585,2.16911920953676,2.96319665429629,2.07603801423938,4.87655154838893,1.93519838494929
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,3,3,attitude_run_centered,reference,Open-side locations,168,2.94369510512017,2.16858070334386,2.96319665429629,2.07603801423938,4.87655154838893,2.02384426129793
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,4,4,original_static,compared,Upper and lower boundaries,122,5.83941412642632,5.31556472989748,3.12468477719264,3.11137408903172,8.25470225879496,5.40904627218744
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,4,4,attitude_absolute,compared,Upper and lower boundaries,122,3.7728081366549,3.62465414035235,3.12468477719264,3.11137408903172,8.25470225879496,3.33812119843161
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,4,4,attitude_run_centered,compared,Upper and lower boundaries,122,3.81178334346092,3.62451343543089,3.12468477719264,3.11137408903172,8.25470225879496,3.36714026315921
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,5,5,original_static,reference,Open-side locations,166,2.81611813216405,2.67006036701233,1.52619493955279,1.48159456325687,3.77129823094391,2.2863129426844
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,5,5,attitude_absolute,reference,Open-side locations,166,2.01987127982072,1.80852033307414,1.52619493955279,1.48159456325687,3.77129823094391,1.56869196646741
QR_motioncap_brushless_Light_top_NoWind_test3,top,3,5,5,attitude_run_centered,reference,Open-side locations,166,2.09225079364267,1.80837963579084,1.52619493955279,1.48159456325687,3.77129823094391,1.62104282220829
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,1,1,original_static,reference,Open-side locations,174,4.34698471590897,3.46907660735467,1.97052221603241,1.8605770234842,4.85850189834177,3.50173202897577
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,1,1,attitude_absolute,reference,Open-side locations,174,3.39689615003716,1.96445257146216,1.97052221603241,1.8605770234842,4.85850189834177,2.75642548475401
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,1,1,attitude_run_centered,reference,Open-side locations,174,3.47943579902644,1.96458847759269,1.97052221603241,1.8605770234842,4.85850189834177,2.84853175157247
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,2,2,original_static,compared,Upper and lower boundaries,171,5.47711736141072,5.47536639521438,3.6819947395543,3.67441757305278,8.37802075517589,4.57984114573003
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,2,2,attitude_absolute,compared,Upper and lower boundaries,171,4.03969223879818,3.97901384912074,3.6819947395543,3.67441757305278,8.37802075517589,2.94955462467615
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,2,2,attitude_run_centered,compared,Upper and lower boundaries,171,4.09672845213757,3.97910854467408,3.6819947395543,3.67441757305278,8.37802075517589,3.00438452277953
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,3,3,original_static,reference,Open-side locations,167,3.88323233871218,3.56059408727706,2.92221997408414,2.02654256490364,5.08863220082913,3.13858109062398
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,3,3,attitude_absolute,reference,Open-side locations,167,2.65681209717378,2.22707430815057,2.92221997408414,2.02654256490364,5.08863220082913,2.10014127632174
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,3,3,attitude_run_centered,reference,Open-side locations,167,2.67671489895376,2.22682320051843,2.92221997408414,2.02654256490364,5.08863220082913,2.11871935132359
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,4,4,original_static,compared,Upper and lower boundaries,158,5.44448859305178,5.29692093930767,3.19439713708542,3.1832963455371,9.59013203285167,5.4104130615281
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,4,4,attitude_absolute,compared,Upper and lower boundaries,158,4.09802246325906,3.89136798722188,3.19439713708542,3.1832963455371,9.59013203285167,3.11903363230779
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,4,4,attitude_run_centered,compared,Upper and lower boundaries,158,4.20104067892758,3.89255092265088,3.19439713708542,3.1832963455371,9.59013203285167,3.22899925520603
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,5,5,original_static,reference,Open-side locations,167,2.57965348855031,2.01355579921088,1.31369859104995,1.28125572719548,2.6638502086671,1.98559870838369
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,5,5,attitude_absolute,reference,Open-side locations,167,1.94762569003903,1.42994651596596,1.31369859104995,1.28125572719548,2.6638502086671,1.47694385717187
QR_motioncap_brushless_Light_top_NoWind_test4,top,4,5,5,attitude_run_centered,reference,Open-side locations,167,2.07339109568956,1.42999302507539,1.31369859104995,1.28125572719548,2.6638502086671,1.60083026002622
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,1,1,original_static,reference,Open-side locations,178,4.8565042211743,4.05791495671239,2.33502086701053,2.23515354448307,5.35775944964043,3.69728512046585
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,1,1,attitude_absolute,reference,Open-side locations,178,3.58806523998753,2.20257819874803,2.33502086701053,2.23515354448307,5.35775944964043,2.79057203521424
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,1,1,attitude_run_centered,reference,Open-side locations,178,3.60633743485361,2.20227021812759,2.33502086701053,2.23515354448307,5.35775944964043,2.8035764623285
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,2,2,original_static,compared,Upper and lower boundaries,164,5.33304742437531,5.07715934364215,3.29419490149586,3.27980911108705,7.00725466315669,3.89953317057138
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,2,2,attitude_absolute,compared,Upper and lower boundaries,164,4.01210679606784,3.47811316176228,3.29419490149586,3.27980911108705,7.00725466315669,3.06538099236008
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,2,2,attitude_run_centered,compared,Upper and lower boundaries,164,4.01307584662119,3.47745625796888,3.29419490149586,3.27980911108705,7.00725466315669,3.06638428833052
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,3,3,original_static,reference,Open-side locations,166,3.78039228224787,3.38569950737797,3.73162615376346,3.09887844718032,6.06206320121608,3.49565857869779
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,3,3,attitude_absolute,reference,Open-side locations,166,4.49184356548918,3.35034861933039,3.73162615376346,3.09887844718032,6.06206320121608,3.07142504181126
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,3,3,attitude_run_centered,reference,Open-side locations,166,4.48034820684954,3.34974937432347,3.73162615376346,3.09887844718032,6.06206320121608,3.08666831626001
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,4,4,original_static,compared,Upper and lower boundaries,126,6.60676187731181,5.27897365749107,3.52775939066278,3.49129568466979,10.3196629043934,6.00300633889513
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,4,4,attitude_absolute,compared,Upper and lower boundaries,126,4.82475977347214,4.31894334963007,3.52775939066278,3.49129568466979,10.3196629043934,3.65053529277319
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,4,4,attitude_run_centered,compared,Upper and lower boundaries,126,4.82475539761048,4.31807388739818,3.52775939066278,3.49129568466979,10.3196629043934,3.6484840948606
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,5,5,original_static,reference,Open-side locations,169,3.09927088234249,2.92780574582017,1.89377985012663,1.82584504713827,4.00935318440547,2.3324967782719
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,5,5,attitude_absolute,reference,Open-side locations,169,2.43762868704047,2.07206532198877,1.89377985012663,1.82584504713827,4.00935318440547,1.7179850167142
QR_motioncap_brushless_Light_top_NoWind_test5,top,5,5,5,attitude_run_centered,reference,Open-side locations,169,2.44564936345716,2.07177100162181,1.89377985012663,1.82584504713827,4.00935318440547,1.72954558409894
