mode,route,contrast,metric,test,compared_mean,reference_mean,difference
attitude_absolute,mid,M7_minus_M8,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_mid_NoWind_test2,1.9307122528953,3.14086398829626,-1.21015173540096
attitude_absolute,mid,M7_minus_M8,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_mid_NoWind_test3,1.86169852411174,2.28491961844586,-0.42322109433412
attitude_absolute,mid,M7_minus_M8,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_mid_NoWind_test4,1.98135190874338,2.93436113334525,-0.953009224601864
attitude_absolute,mid,M7_minus_M8,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_mid_NoWind_test5,2.12226232459362,3.16466134318996,-1.04239901859634
attitude_absolute,mid,M6_minus_M7,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_mid_NoWind_test1,2.819294124036,1.82164235455151,0.997651769484487
attitude_absolute,mid,M6_minus_M7,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_mid_NoWind_test2,3.00293429186712,1.9307122528953,1.07222203897182
attitude_absolute,mid,M6_minus_M7,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_mid_NoWind_test3,2.71395126066476,1.86169852411174,0.852252736553025
attitude_absolute,mid,M6_minus_M7,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_mid_NoWind_test4,2.66334613819488,1.98135190874338,0.681994229451498
attitude_absolute,mid,M6_minus_M7,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_mid_NoWind_test5,3.68957611586961,2.12226232459362,1.56731379127599
attitude_absolute,mid,group,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test1,4.04174281483204,7.21923234231924,-3.17748952748719
attitude_absolute,mid,group,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test2,5.39939030347013,6.29137989693043,-0.891989593460305
attitude_absolute,mid,group,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test3,4.79544047205335,6.70403708117703,-1.90859660912368
attitude_absolute,mid,group,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test4,4.2016729760463,5.37028850271305,-1.16861552666675
attitude_absolute,mid,group,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test5,5.09514566603059,6.63343704800881,-1.53829138197822
attitude_absolute,mid,M6_minus_M8,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test1,4.74003248780206,7.21923234231924,-2.47919985451718
attitude_absolute,mid,M6_minus_M8,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test2,6.92131464340836,6.29137989693043,0.629934746477925
attitude_absolute,mid,M6_minus_M8,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test3,6.31902666431833,6.70403708117703,-0.385010416858699
attitude_absolute,mid,M6_minus_M8,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test4,5.28085309125078,5.37028850271305,-0.089435411462274
attitude_absolute,mid,M6_minus_M8,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test5,4.09325037124626,6.63343704800881,-2.54018667676255
attitude_absolute,mid,M7_minus_M8,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test1,3.34345314186203,7.21923234231924,-3.87577920045721
attitude_absolute,mid,M7_minus_M8,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test2,3.8774659635319,6.29137989693043,-2.41391393339854
attitude_absolute,mid,M7_minus_M8,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test3,3.27185427978836,6.70403708117703,-3.43218280138867
attitude_absolute,mid,M7_minus_M8,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test4,3.12249286084182,5.37028850271305,-2.24779564187123
attitude_absolute,mid,M7_minus_M8,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test5,6.09704096081492,6.63343704800881,-0.536396087193889
attitude_absolute,mid,M6_minus_M7,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test1,4.74003248780206,3.34345314186203,1.39657934594002
attitude_absolute,mid,M6_minus_M7,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test2,6.92131464340836,3.8774659635319,3.04384867987646
attitude_absolute,mid,M6_minus_M7,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test3,6.31902666431833,3.27185427978836,3.04717238452997
attitude_absolute,mid,M6_minus_M7,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test4,5.28085309125078,3.12249286084182,2.15836023040896
attitude_absolute,mid,M6_minus_M7,rpy_std_deg,QR_motioncap_brushless_Light_mid_NoWind_test5,4.09325037124626,6.09704096081492,-2.00379058956866
attitude_absolute,top,group,vt_rmse_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test1,5.88268674531703,4.95535138668737,0.92733535862966
attitude_absolute,top,group,vt_rmse_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test2,4.70349105895323,4.01908816297646,0.684402895976768
attitude_absolute,top,group,vt_rmse_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test3,3.9678813613439,2.80028303252527,1.16759832881863
attitude_absolute,top,group,vt_rmse_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test4,4.06885735102862,2.66711131241666,1.40174603861196
attitude_absolute,top,group,vt_rmse_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test5,4.41843328476999,3.50584583083906,0.912587453930929
attitude_absolute,top,group,visual_dispersion_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test1,3.58154756333739,2.3349263426206,1.24662122071679
attitude_absolute,top,group,visual_dispersion_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test2,3.46724922195468,2.0928755494276,1.37437367252708
attitude_absolute,top,group,visual_dispersion_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test3,3.72825567847058,2.00362635220842,1.72462932626216
attitude_absolute,top,group,visual_dispersion_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test4,3.93519091817131,1.8738244651929,2.06136645297841
attitude_absolute,top,group,visual_dispersion_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test5,3.89852825569617,2.54166404668907,1.35686420900711
attitude_absolute,top,group,kt_rmse_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test1,3.10105316722735,2.50284939800064,0.598203769226714
attitude_absolute,top,group,kt_rmse_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test2,3.02133947947017,2.32661748695002,0.694721992520141
attitude_absolute,top,group,kt_rmse_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test3,3.22055370139216,2.19703590636627,1.02351779502589
attitude_absolute,top,group,kt_rmse_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test4,3.43819593831986,2.06881359372217,1.36938234459769
attitude_absolute,top,group,kt_rmse_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test5,3.41097714607932,2.65347562363354,0.75750152244578
attitude_absolute,top,group,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test1,3.07586102655316,2.22119849677682,0.854662529776343
attitude_absolute,top,group,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test2,3.01869997334417,1.98913126803432,1.02956870530985
attitude_absolute,top,group,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test3,3.21021344850325,1.83694309816161,1.37327035034164
attitude_absolute,top,group,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test4,3.42885695929494,1.72279177186111,1.70606518743384
attitude_absolute,top,group,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_top_NoWind_test5,3.38555239787842,2.38662567960056,0.99892671827786
attitude_absolute,top,group,rpy_std_deg,QR_motioncap_brushless_Light_top_NoWind_test1,8.82135213211868,6.18589475418815,2.63545737793053
attitude_absolute,top,group,rpy_std_deg,QR_motioncap_brushless_Light_top_NoWind_test2,9.59850813742466,4.71611778435742,4.88239035306724
attitude_absolute,top,group,rpy_std_deg,QR_motioncap_brushless_Light_top_NoWind_test3,8.83719898983844,4.20057042660509,4.63662856323335
attitude_absolute,top,group,rpy_std_deg,QR_motioncap_brushless_Light_top_NoWind_test4,8.98407639401378,4.203661435946,4.78041495806778
attitude_absolute,top,group,rpy_std_deg,QR_motioncap_brushless_Light_top_NoWind_test5,8.66345878377502,5.14305861175399,3.52040017202103
attitude_run_centered,bot,group,vt_rmse_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test1,6.59454486854764,5.78049498063743,0.814049887910206
attitude_run_centered,bot,group,vt_rmse_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test2,3.436889947687,2.8380752863484,0.598814661338597
attitude_run_centered,bot,group,vt_rmse_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test3,3.66017984465422,3.41519980712457,0.244980037529651
attitude_run_centered,bot,group,vt_rmse_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test4,3.40516969637217,3.27461854801674,0.130551148355429
attitude_run_centered,bot,group,vt_rmse_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test5,4.00980648955713,3.38670137880921,0.623105110747918
attitude_run_centered,bot,group,visual_dispersion_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test1,3.00382718925965,2.81289380485582,0.190933384403829
attitude_run_centered,bot,group,visual_dispersion_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test2,3.16339415398217,2.43036030877797,0.733033845204196
attitude_run_centered,bot,group,visual_dispersion_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test3,2.97143066529375,2.86130705089334,0.110123614400409
attitude_run_centered,bot,group,visual_dispersion_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test4,2.80731366142794,2.57711175281957,0.230201908608378
attitude_run_centered,bot,group,visual_dispersion_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test5,3.17590029862257,2.35544716649084,0.820453132131732
attitude_run_centered,bot,group,kt_rmse_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test1,2.98101537037707,2.71937756179699,0.261637808580081
attitude_run_centered,bot,group,kt_rmse_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test2,3.02387584780953,2.38826737960239,0.635608468207137
attitude_run_centered,bot,group,kt_rmse_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test3,2.77158487854143,2.79574165831136,-0.0241567797699345
attitude_run_centered,bot,group,kt_rmse_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test4,2.79388328997742,2.48552245675678,0.308360833220647
attitude_run_centered,bot,group,kt_rmse_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test5,3.15446276838707,2.2102417560991,0.944221012287973
attitude_run_centered,bot,group,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test1,2.80685475045903,2.54584353469306,0.261011215765972
attitude_run_centered,bot,group,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test2,2.81460225631874,2.14657725491378,0.668025001404962
attitude_run_centered,bot,group,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test3,2.52923679303897,2.63161463062707,-0.10237783758811
attitude_run_centered,bot,group,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test4,2.57565071550954,2.32183495478355,0.25381576072599
attitude_run_centered,bot,group,kalman_pos_std_3d_cm,QR_motioncap_brushless_Light_bot_NoWind_test5,2.99249829961531,2.02809261794651,0.964405681668796
attitude_run_centered,bot,group,rpy_std_deg,QR_motioncap_brushless_Light_bot_NoWind_test1,4.78611265498046,4.20714714837301,0.578965506607449
attitude_run_centered,bot,group,rpy_std_deg,QR_motioncap_brushless_Light_bot_NoWind_test2,4.39715631981421,4.13825037530554,0.25890594450867
attitude_run_centered,bot,group,rpy_std_deg,QR_motioncap_brushless_Light_bot_NoWind_test3,5.35662028129413,4.2790958999068,1.07752438138733
attitude_run_centered,bot,group,rpy_std_deg,QR_motioncap_brushless_Light_bot_NoWind_test4,4.70290628421426,4.03743717628797,0.665469107926288
attitude_run_centered,bot,group,rpy_std_deg,QR_motioncap_brushless_Light_bot_NoWind_test5,4.44319132498622,3.67420882350943,0.768982501476788
