test,route,run,marker,gap_id,first_unboxed_frame_0,last_unboxed_frame_0,unboxed_frames,preceding_detection_time,following_detection_time
QR_motioncap_brushless_Light_bot_NoWind_test2,BOT,2,M13,19,989,991,3,1766440030.91,1766440031.49
QR_motioncap_brushless_Light_bot_NoWind_test2,BOT,2,M13,20,994,994,1,1766440031.64,1766440031.92
QR_motioncap_brushless_Light_bot_NoWind_test2,BOT,2,M13,21,997,999,3,1766440032.07,1766440032.65
QR_motioncap_brushless_Light_bot_NoWind_test2,BOT,2,M13,22,1002,1006,5,1766440032.79,1766440033.66
QR_motioncap_brushless_Light_bot_NoWind_test2,BOT,2,M13,23,1010,1012,3,1766440033.95,1766440034.66
QR_motioncap_brushless_Light_bot_NoWind_test2,BOT,2,M13,24,1014,1016,3,1766440034.66,1766440035.25
QR_motioncap_brushless_Light_bot_NoWind_test2,BOT,2,M13,25,1020,1020,1,1766440035.53,1766440035.82
QR_motioncap_brushless_Light_bot_NoWind_test2,BOT,2,M13,26,1023,1025,3,1766440035.97,1766440036.54
QR_motioncap_brushless_Light_bot_NoWind_test2,BOT,2,M13,27,1038,1042,5,1766440038.13,1766440039.0
QR_motioncap_brushless_Light_bot_NoWind_test2,BOT,2,M13,28,1048,1049,2,1766440039.57,1766440040.0
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M10,1,219,219,1,1766440283.17,1766440283.46
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M10,2,222,222,1,1766440283.61,1766440283.9
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M10,3,305,305,1,1766440295.99,1766440296.27
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M10,4,323,324,2,1766440298.58,1766440299.01
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,1,450,454,5,1766440316.89,1766440317.76
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,2,457,459,3,1766440317.91,1766440318.48
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,3,461,461,1,1766440318.48,1766440318.78
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,4,463,472,10,1766440318.78,1766440320.35
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,5,478,479,2,1766440320.92,1766440321.37
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,6,485,486,2,1766440321.94,1766440322.38
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,7,505,506,2,1766440324.87,1766440325.27
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,8,511,513,3,1766440325.7,1766440326.28
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,9,525,525,1,1766440327.73,1766440328.02
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,10,527,527,1,1766440328.02,1766440328.3
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,11,561,561,1,1766440332.93,1766440333.24
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,12,574,576,3,1766440334.95,1766440335.53
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,13,583,583,1,1766440336.26,1766440336.55
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M11,14,610,611,2,1766440340.31,1766440340.73
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M12,1,689,689,1,1766440352.14,1766440352.43
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M12,2,718,718,1,1766440356.35,1766440356.6
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M12,3,751,751,1,1766440361.09,1766440361.36
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,1,903,906,4,1766440383.01,1766440383.73
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,2,913,913,1,1766440384.45,1766440384.74
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,3,917,918,2,1766440385.02,1766440385.48
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,4,920,921,2,1766440385.48,1766440385.89
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,5,932,933,2,1766440387.19,1766440387.62
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,6,939,940,2,1766440388.21,1766440388.64
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,7,942,942,1,1766440388.64,1766440388.91
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,8,945,949,5,1766440389.06,1766440389.92
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,9,951,953,3,1766440389.92,1766440390.64
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,10,955,955,1,1766440390.64,1766440390.94
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,11,968,968,1,1766440392.53,1766440392.81
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,12,970,970,1,1766440392.81,1766440393.1
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,13,987,989,3,1766440395.26,1766440395.84
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,14,999,1000,2,1766440396.99,1766440397.42
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,15,1013,1013,1,1766440399.01,1766440399.3
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,16,1020,1022,3,1766440400.02,1766440400.61
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,17,1036,1036,1,1766440402.33,1766440402.61
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,18,1039,1039,1,1766440402.76,1766440403.05
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,19,1043,1043,1,1766440403.33,1766440403.63
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,20,1047,1050,4,1766440403.91,1766440404.63
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,21,1054,1054,1,1766440404.93,1766440405.21
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,22,1057,1060,4,1766440405.36,1766440406.07
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,23,1063,1063,1,1766440406.23,1766440406.51
QR_motioncap_brushless_Light_bot_NoWind_test3,BOT,3,M13,24,1065,1065,1,1766440406.51,1766440406.79
QR_motioncap_brushless_Light_bot_NoWind_test4,BOT,4,M10,1,270,270,1,1766443047.68,1766443047.96
QR_motioncap_brushless_Light_bot_NoWind_test4,BOT,4,M12,1,803,803,1,1766443127.02,1766443127.3
QR_motioncap_brushless_Light_bot_NoWind_test4,BOT,4,M12,2,805,805,1,1766443127.3,1766443127.61
QR_motioncap_brushless_Light_bot_NoWind_test4,BOT,4,M13,1,1043,1043,1,1766443162.3,1766443162.5
QR_motioncap_brushless_Light_bot_NoWind_test5,BOT,5,M10,1,416,417,2,1766443391.04,1766443391.48
