time_basis,test,level,run,segment,marker,time,vision_x,vision_y,vision_z,mocap_x_interp,mocap_y_interp,mocap_z_interp,error_x,error_y,error_z,error_3d,target_x,target_y,target_z,roll_deg,pitch_deg,yaw_deg,marker_x,marker_y,marker_z,absolute_x,absolute_y,absolute_z,centered_x,centered_y,centered_z,run_reference_roll_deg,run_reference_pitch_deg,run_reference_yaw_deg
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,4,4,1766435753.29,0.8956601808850219,0.1583435878014888,2.2064625533526483,0.8868729472160339,0.1017147079110145,2.2034257650375366,0.0087872336689879,0.0566288798904743,0.0030367883151116,0.0573869984968194,0.875,0.116,2.2,-0.5484851449728012,-0.15949064493179316,7.040107727050781,1.2714,0.0895,2.2,0.8900334980935407,0.11182879846856957,2.2047572921241225,0.8901304166816779,0.11354581590953303,2.2041133221721076,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,4,4,1766435753.44,0.9199229128738536,0.1683602079027787,2.2031166600557217,0.8764143586158752,0.1249901801347732,2.2028942108154297,0.0435085542579783,0.0433700277680055,0.000222449240292,0.0614329153295,0.875,0.116,2.2,3.1096131801605225,-0.8888081908226013,5.734106063842773,1.2714,0.0895,2.2,0.9137590347066237,0.13255783230484294,2.20193694509037,0.9139583713952628,0.13420165849465646,2.2014256939620145,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,4,4,1766435753.59,0.920606403983733,0.164254944269065,2.1975058972211308,0.8721053614902964,0.1365132864332016,2.2015960222894355,0.0485010424934365,0.0277416578358633,-0.0040901250683047,0.0560239219040101,0.875,0.116,2.2,5.024908542633057,-0.8738297820091248,2.310231208801269,1.2714,0.0895,2.2,0.9178597594305531,0.14998397218132664,2.198712889036374,0.9181453610314542,0.151619262725419,2.1982603181270046,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,4,4,1766435754.45,0.9549466427947352,-0.0180919375335105,2.218154842680041,0.8699806928634644,0.0554353155195712,2.2106375217437746,0.0849659499312708,-0.0735272530530817,0.0075173209362664,0.1126142961764356,0.875,0.116,2.2,-0.0854388251900672,0.9925341010093689,-24.87138938903809,1.2714,0.0895,2.2,0.9393874064303444,0.12485288367699009,2.2237941578608416,0.9395291957535236,0.12638038027405946,2.223451171848598,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,4,4,1766435754.6,0.9554288270577748,-0.0196319491077073,2.2113067525867485,0.8524857695700325,0.0633793971226166,2.209157088149228,0.1029430574877422,-0.0830113462303239,0.0021496644375207,0.132260265178508,0.875,0.116,2.2,-0.5323911607265472,0.6582571268081665,-24.844226837158203,1.2714,0.0895,2.2,0.9390122808196123,0.12325535407063395,2.2159495238241345,0.9391526972892816,0.12476955283115015,2.2155947294023886,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,4,4,1766435755.32,0.8591578255181973,0.1221677734369954,2.2028382323213127,0.8753120064735412,0.1113740384578704,2.200784158706665,-0.0161541809553439,0.0107937349791249,0.0020540736146474,0.0195366705339464,0.875,0.116,2.2,0.09264263510704042,2.915088415145874,-0.2870612144470215,1.2714,0.0895,2.2,0.8600071066861397,0.12422471434006073,2.223852273484462,0.860131294510603,0.12608424244707042,2.2232054841616202,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435763.4,0.9029661526459732,0.7970280226330418,2.209348893563788,0.8980866782312784,0.7862430415246136,2.2033631312087456,0.0048794744146948,0.0107849811084282,0.0059857623550425,0.0132647819071351,0.875,0.716,2.2,2.102344512939453,1.1158045530319214,-0.9782902002334596,1.2718,0.6895,2.21,0.9049890361499174,0.8032588796439246,2.220475716990702,0.9054953983655976,0.8049325934503648,2.219867205061276,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435763.55,0.9037097371720876,0.7898624652140387,2.205026707997009,0.8950428368035259,0.7764847355110366,2.2002714402024246,0.0086669003685616,0.0133777297030021,0.0047552677945845,0.0166340429782831,0.875,0.716,2.2,1.1307302713394165,-0.2027131170034408,-1.2496494054794312,1.2718,0.6895,2.21,0.9060006650794525,0.7979444882087218,2.2057059116518856,0.9065025551258377,0.7995974841148963,2.205088747014629,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435763.68,0.9012417429488048,0.7811459881286011,2.1992853465376907,0.8949947118759155,0.7670912623405457,2.196746253967285,0.0062470310728892,0.0140547257880554,0.0025390925704051,0.0155887044132654,0.875,0.716,2.2,0.4003343880176544,-0.4435356259346008,-1.490217685699463,1.2718,0.6895,2.21,0.9038413894171002,0.7908221165792423,2.197057728270931,0.9043220505750371,0.792470593940133,2.1964270018881105,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435763.82,0.8962906871940346,0.7710281806353874,2.197173909134246,0.8972020030021668,0.7557482481002807,2.19297137260437,-0.0009113158081321,0.0152799325351066,0.0042025365298759,0.015873504593016,0.875,0.716,2.2,0.1811958998441696,0.5828579664230347,-2.027733325958252,1.2718,0.6895,2.21,0.8993036224610034,0.7843078290486403,2.2012523648892772,0.8997465733017294,0.7859712656611056,2.2006117396478215,0.06258217897266148,0.08417333289980886,0.2580977529287338
