stage,flight_id,unit_id,timestamp,original_x,original_y,original_z,reference_x,reference_y,reference_z,marker_x,marker_y,marker_z,target_x,target_y,target_z,nominal_heading_deg,roll_deg,pitch_deg,yaw_deg,absolute_x,absolute_y,absolute_z,centered_x,centered_y,centered_z,run_reference_roll_deg,run_reference_pitch_deg,run_reference_yaw_deg
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767634.82,0.989922596118032,0.0175520306565887,1.201510811063223,0.9985795617103576,0.0167217012494802,1.2047191858291626,1.25,0.0,1.2,1.0,0.0,1.2,0.0,0.46374735236167913,0.057642437517642905,1.7827235460281372,0.9895046363192185,0.009439948478563933,1.2019144748006498,0.9895577417848069,0.010858098453906066,1.2015950466948992,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767634.94,0.9951043100904986,0.0162464837166287,1.2029061993663874,1.0017287731170654,0.0170272681862115,1.203936219215393,1.25,0.0,1.2,1.0,0.0,1.2,0.0,0.6567223966121674,0.4293561279773712,1.2598459720611572,0.9948397985239714,0.01060454213874102,1.2050022226152683,0.9948957133491285,0.011998340658916898,1.2046957125268831,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767635.07,0.9951097737921336,0.0140901473949209,1.2035463215903155,0.997637152671814,0.0120102753862738,1.207504153251648,1.25,0.0,1.2,1.0,0.0,1.2,0.0,1.083534121513367,0.729103684425354,0.034063808619976,0.9951706295182774,0.013869066443001869,1.2070552818950335,0.9952425530137184,0.015265101026270064,1.2067643153696104,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767635.23,0.9936935036881624,0.0065304282357121,1.2065114383249185,0.9944358468055724,0.0029029287397861,1.2065154314041138,1.25,0.0,1.2,1.0,0.0,1.2,0.0,0.8186677694320679,0.2624697089195251,-1.007844090461731,0.9938793098080495,0.010943400677510623,1.2077781367216949,0.993935070505245,0.012352309222396007,1.2074991808466995,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767635.33,0.9878503337618184,-0.0019452010487192,1.206202792796938,0.9920893907546996,-0.005949199,1.205952525138855,1.25,0.0,1.2,1.0,0.0,1.2,0.0,-0.5558195859193802,-0.17676965519785875,-1.9324307441711426,0.9879179229493212,0.006956658034156878,1.205412555051872,0.9879539070087411,0.008390025423613128,1.2051145455124823,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767635.42,0.9865074282504616,-0.0146000206739215,1.203274868827948,0.9906657934188844,-0.012132798,1.2051033973693848,1.25,0.0,1.2,1.0,0.0,1.2,0.0,-1.8082830309867859,-0.7033960223197937,-2.3029264211654663,0.9861120519855928,-0.003888787713882828,1.2004989584820165,0.9860944586884336,-0.002458933766646433,1.2001991142516482,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767635.6,0.9920649940737684,-0.0229823372321747,1.197285971707558,0.9916439652442932,-0.014132196,1.200013518333435,1.25,0.0,1.2,1.0,0.0,1.2,0.0,-1.796982765197754,0.46162065863609314,-1.7709527015686035,0.9914679934297697,-0.015073659515660686,1.2000861624454113,0.9913909122677104,-0.013686758449169337,1.1998171289587085,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767635.75,0.9879925660178126,-0.0234754652138742,1.1979506753321596,0.9925417304039,-0.007720994,1.1960195302963257,1.25,0.0,1.2,1.0,0.0,1.2,0.0,-2.028825044631958,0.947270333766937,-0.9500090479850767,0.9876540848758227,-0.019186235400182706,1.203114779183036,0.987551743620205,-0.01777796428588691,1.2028371410940377,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767635.85,0.9981503122482238,-0.015202720421062,1.1980123298411594,0.9916791915893556,-0.000134163,1.1951804161071775,1.25,0.0,1.2,1.0,0.0,1.2,0.0,-0.855773687362671,-0.5636158585548401,-1.6347805261611938,0.9978478010919931,-0.008040477441065935,1.1957623037030554,0.9978126624899886,-0.0066822979528149236,1.1955019498435582,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767635.94,0.9832895401911116,-0.0085152133364348,1.191415543675914,0.9923312664031982,0.0098309367895126,1.1956841945648191,1.25,0.0,1.2,1.0,0.0,1.2,0.0,0.0965859964489936,-1.838869690895081,-2.9919676780700684,0.9836221118221102,0.005410494100070454,1.1828472053736256,0.9836724328255502,0.00683441665035508,1.1825761992664605,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767636.11,0.9847923867176872,-0.0021457439379157,1.1904221473825654,0.9948220252990724,0.030688289552927,1.1958613395690918,1.25,0.0,1.2,1.0,0.0,1.2,0.0,3.4930167198181152,0.0736335515975952,-4.559951305389404,0.9854957730000917,0.019532278017802045,1.1906500462393963,0.9856119010842339,0.02095578977343309,1.1904498352167157,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767636.26,1.001667152457061,0.0057643771832661,1.1942968480956997,0.9974225759506226,0.0382595919072628,1.194934964179993,1.25,0.0,1.2,1.0,0.0,1.2,0.0,2.567981719970703,0.22858120501041412,-3.524489641189575,1.0024868787479855,0.021270255975196207,1.1955516100020143,1.002609726884549,0.022608356184764773,1.1953232326095449,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767636.38,0.9903003596152752,0.0141985512590946,1.1943265699812944,0.997385025024414,0.0390682704746723,1.1980267763137815,1.25,0.0,1.2,1.0,0.0,1.2,0.0,0.9885462463077571,0.6208292050517497,-2.871478341132147,0.9912990087285358,0.0272884083668939,1.1973866179090755,0.9914528734620579,0.028680877722804792,1.197087871223221,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767636.5,0.9852027866242736,0.0172136014085608,1.198132822021191,0.9961887001991272,0.0368858613073825,1.2030231952667236,1.25,0.0,1.2,1.0,0.0,1.2,0.0,1.4604846239089966,0.0085577806457877,-3.211666822433472,0.9865852149510168,0.03206372263877083,1.1986117108553018,0.9867650289554712,0.03349422586679451,1.1983131415656307,0.1444325149059295,0.062363717705011305,0.3107174038887024
E1_fixed_1p2,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,E1_fixed_1p2|QR_hover_Light_1p2_0p1_NoWind_test10,1736767636.65,0.9982545868826532,0.0125729318035831,1.2016269468013283,0.9799408316612244,0.0245068464428186,1.208155870437622,1.25,0.0,1.2,1.0,0.0,1.2,0.0,1.1213005781173706,-0.8860119581222534,-1.776358723640442,0.9987653863543116,0.020336315572660177,1.1979796607002013,0.9988825671658653,0.021707529131775493,1.1976985436257679,0.1444325149059295,0.062363717705011305,0.3107174038887024
