shift_s,mode,route,metric,compared_mean,reference_mean,mean_difference,sd_difference,positive_flights,min_difference
-0.05,attitude_absolute,top,kalman_pos_std_3d_cm,3.22274453513189,2.04007065059231,1.18267388453958,0.341689920143604,5,0.843337104042285
-0.05,attitude_absolute,top,rpy_std_deg,8.97946574274848,4.88579713134706,4.09366861140142,0.980902862940952,5,2.63271478862148
-0.05,attitude_run_centered,bot,vt_rmse_3d_cm,4.21999492932829,3.72186375116979,0.498131178158495,0.270978403294901,5,0.168051010353082
-0.05,attitude_run_centered,bot,visual_dispersion_3d_cm,3.01999657437713,2.58469907498014,0.435297499396993,0.319488759347823,5,0.124064937382808
-0.05,attitude_run_centered,bot,vk_rmse_3d_cm,3.4179330669729,3.04785007584152,0.370082991131377,0.366257013649609,4,-0.000389738529262385
-0.05,attitude_run_centered,bot,kt_rmse_3d_cm,2.95085627062493,2.52290481174879,0.427951458876139,0.371511953962418,4,-0.0052063997449534
-0.05,attitude_run_centered,bot,kalman_pos_std_3d_cm,2.74803944326579,2.33782608872626,0.410213354539531,0.412194898385716,4,-0.0830103805124076
-0.05,attitude_run_centered,bot,rpy_std_deg,4.73643482048629,4.06747515233915,0.668959668147135,0.296445741966037,5,0.25687719684812
-0.05,attitude_run_centered,mid,vt_rmse_3d_cm,3.59607965534027,3.4232836994317,0.172795955908574,0.384645577104053,2,-0.127178345269856
-0.05,attitude_run_centered,mid,visual_dispersion_3d_cm,3.07068978250949,3.29165181835365,-0.220962035844158,0.348612083376632,1,-0.565219929364311
-0.05,attitude_run_centered,mid,vk_rmse_3d_cm,3.16311154547067,2.24254345559072,0.920568089879945,0.322363603941226,5,0.696428415842527
-0.05,attitude_run_centered,mid,kt_rmse_3d_cm,2.53632081293328,2.97239471939406,-0.43607390646078,0.344985230946445,1,-0.79502224531587
-0.05,attitude_run_centered,mid,kalman_pos_std_3d_cm,2.47849246549504,2.93480360557206,-0.456311140077015,0.360928736040592,1,-0.8538735111409
-0.05,attitude_run_centered,mid,rpy_std_deg,4.70833606693824,6.44505759039937,-1.73672152346114,0.892370213602809,0,-3.17107697367002
-0.05,attitude_run_centered,top,vt_rmse_3d_cm,4.68404018162036,3.73026167942413,0.953778502196228,0.277384303187648,5,0.593246904851221
-0.05,attitude_run_centered,top,visual_dispersion_3d_cm,3.64570859914702,2.13282850439507,1.51288009475194,0.328627290845777,5,1.18121523949047
