shift_s,mode,route,test,metric,difference
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,vt_rmse_3d_cm,0.0527195987835589
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,vt_rmse_3d_cm,0.353094401259872
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,visual_dispersion_3d_cm,-0.658662540980722
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,visual_dispersion_3d_cm,-0.426443655760101
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,visual_dispersion_3d_cm,0.296304869843793
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,visual_dispersion_3d_cm,-0.335661142372843
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,visual_dispersion_3d_cm,-0.0987127750713306
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,vk_rmse_3d_cm,0.704204218074485
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,vk_rmse_3d_cm,0.834283104681208
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,vk_rmse_3d_cm,1.45169347556322
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,vk_rmse_3d_cm,0.813986593869529
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,vk_rmse_3d_cm,0.753068894109129
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,kt_rmse_3d_cm,-0.785113589062196
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,kt_rmse_3d_cm,-0.634428258325159
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,kt_rmse_3d_cm,0.0443662414283446
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,kt_rmse_3d_cm,-0.587679219253423
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,kt_rmse_3d_cm,-0.0922278378199981
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,kalman_pos_std_3d_cm,-0.844861812453692
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,kalman_pos_std_3d_cm,-0.664375995764348
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,kalman_pos_std_3d_cm,0.0494092261407242
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,kalman_pos_std_3d_cm,-0.577736914597212
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,kalman_pos_std_3d_cm,-0.114358452666088
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,rpy_std_deg,-3.16545833529333
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,rpy_std_deg,-0.862108267868095
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,rpy_std_deg,-1.91544366595953
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,rpy_std_deg,-1.16536228657465
-0.1,attitude_absolute,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,rpy_std_deg,-1.5873022930947
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test1,vt_rmse_3d_cm,0.848947519129827
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test2,vt_rmse_3d_cm,0.603111356136947
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test3,vt_rmse_3d_cm,1.02154828186887
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test4,vt_rmse_3d_cm,1.33437235983157
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test5,vt_rmse_3d_cm,0.930031551939137
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test1,visual_dispersion_3d_cm,1.14226176220506
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test2,visual_dispersion_3d_cm,1.38292751605993
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test3,visual_dispersion_3d_cm,1.61295291383052
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test4,visual_dispersion_3d_cm,2.01322088267419
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test5,visual_dispersion_3d_cm,1.38470750698484
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test1,vk_rmse_3d_cm,0.806640205212561
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test2,vk_rmse_3d_cm,0.717075287798762
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test3,vk_rmse_3d_cm,1.13680451576104
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test4,vk_rmse_3d_cm,0.808525404790093
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test5,vk_rmse_3d_cm,0.806057341544175
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test1,kt_rmse_3d_cm,0.57639986461511
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test2,kt_rmse_3d_cm,0.66266678872667
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test3,kt_rmse_3d_cm,1.00728006714794
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test4,kt_rmse_3d_cm,1.32942047050527
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test5,kt_rmse_3d_cm,0.759813602943496
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test1,kalman_pos_std_3d_cm,0.831550155564787
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test2,kalman_pos_std_3d_cm,0.997862544450297
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test3,kalman_pos_std_3d_cm,1.35640075336553
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test4,kalman_pos_std_3d_cm,1.66974616034951
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test5,kalman_pos_std_3d_cm,0.997794558656803
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test1,rpy_std_deg,2.63047917277654
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test2,rpy_std_deg,4.89168551434681
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test3,rpy_std_deg,4.63230406085387
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test4,rpy_std_deg,4.78662222116438
-0.1,attitude_absolute,top,QR_motioncap_brushless_Light_top_NoWind_test5,rpy_std_deg,3.54174704923941
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,vt_rmse_3d_cm,0.832440799887455
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,vt_rmse_3d_cm,0.610099793760271
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,vt_rmse_3d_cm,0.298898910564815
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,vt_rmse_3d_cm,0.221240653257519
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,vt_rmse_3d_cm,0.62100455153672
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,visual_dispersion_3d_cm,0.265707753888331
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,visual_dispersion_3d_cm,0.736591073464741
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,visual_dispersion_3d_cm,0.145908861403502
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,visual_dispersion_3d_cm,0.331578968828675
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,visual_dispersion_3d_cm,0.806350557306247
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,vk_rmse_3d_cm,0.95104570279786
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,vk_rmse_3d_cm,0.299473063404839
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,vk_rmse_3d_cm,0.189518223050167
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,vk_rmse_3d_cm,0.00372354355758953
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,vk_rmse_3d_cm,0.423654142815822
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,kt_rmse_3d_cm,0.263499787681085
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,kt_rmse_3d_cm,0.665691622614148
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,kt_rmse_3d_cm,-0.00167561628803714
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,kt_rmse_3d_cm,0.296770886179544
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,kt_rmse_3d_cm,0.962038661704038
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,kalman_pos_std_3d_cm,0.259837322501481
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,kalman_pos_std_3d_cm,0.690656423495506
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,kalman_pos_std_3d_cm,-0.0797257637748103
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,kalman_pos_std_3d_cm,0.234936267909035
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,kalman_pos_std_3d_cm,0.983517549982861
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,rpy_std_deg,0.592358974568723
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,rpy_std_deg,0.255244597176611
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,rpy_std_deg,1.07010632012139
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,rpy_std_deg,0.647739851977787
-0.1,attitude_run_centered,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,rpy_std_deg,0.771083739166318
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,vt_rmse_3d_cm,-0.198627509482872
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,vt_rmse_3d_cm,-0.128450463310437
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,vt_rmse_3d_cm,0.714973774353561
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,vt_rmse_3d_cm,-0.0175158033897453
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,vt_rmse_3d_cm,0.384904110882456
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,visual_dispersion_3d_cm,-0.65882499965956
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,visual_dispersion_3d_cm,-0.427699740616803
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,visual_dispersion_3d_cm,0.29559745017932
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,visual_dispersion_3d_cm,-0.335476914141786
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,visual_dispersion_3d_cm,-0.0991011011359877
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,vk_rmse_3d_cm,0.750620658232333
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,vk_rmse_3d_cm,0.863188438735333
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,vk_rmse_3d_cm,1.52272061420983
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,vk_rmse_3d_cm,0.716791723654948
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,vk_rmse_3d_cm,0.773503630156541
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,kt_rmse_3d_cm,-0.785113589062196
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,kt_rmse_3d_cm,-0.634428258325159
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,kt_rmse_3d_cm,0.0443662414283446
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,kt_rmse_3d_cm,-0.587679219253423
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,kt_rmse_3d_cm,-0.0922278378199981
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,kalman_pos_std_3d_cm,-0.844861812453692
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,kalman_pos_std_3d_cm,-0.664375995764348
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,kalman_pos_std_3d_cm,0.0494092261407242
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,kalman_pos_std_3d_cm,-0.577736914597212
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,kalman_pos_std_3d_cm,-0.114358452666088
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,rpy_std_deg,-3.16545833529333
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,rpy_std_deg,-0.862108267868095
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,rpy_std_deg,-1.91544366595953
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,rpy_std_deg,-1.16536228657465
-0.1,attitude_run_centered,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,rpy_std_deg,-1.5873022930947
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test1,vt_rmse_3d_cm,0.834188410353444
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test2,vt_rmse_3d_cm,0.575165418041101
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test3,vt_rmse_3d_cm,0.99440070924113
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test4,vt_rmse_3d_cm,1.33834022896234
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test5,vt_rmse_3d_cm,0.925800309770066
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test1,visual_dispersion_3d_cm,1.14119491666676
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test2,visual_dispersion_3d_cm,1.38339278335851
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test3,visual_dispersion_3d_cm,1.61257759481284
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test4,visual_dispersion_3d_cm,2.01375901747182
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test5,visual_dispersion_3d_cm,1.38430949326381
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test1,vk_rmse_3d_cm,0.783123907825638
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test2,vk_rmse_3d_cm,0.69466572536107
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test3,vk_rmse_3d_cm,1.11020207644963
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test4,vk_rmse_3d_cm,0.815573512709896
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test5,vk_rmse_3d_cm,0.792349756022124
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test1,kt_rmse_3d_cm,0.57639986461511
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test2,kt_rmse_3d_cm,0.66266678872667
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test3,kt_rmse_3d_cm,1.00728006714794
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test4,kt_rmse_3d_cm,1.32942047050527
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test5,kt_rmse_3d_cm,0.759813602943496
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test1,kalman_pos_std_3d_cm,0.831550155564787
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test2,kalman_pos_std_3d_cm,0.997862544450297
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test3,kalman_pos_std_3d_cm,1.35640075336553
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test4,kalman_pos_std_3d_cm,1.66974616034951
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test5,kalman_pos_std_3d_cm,0.997794558656803
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test1,rpy_std_deg,2.63047917277654
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test2,rpy_std_deg,4.89168551434681
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test3,rpy_std_deg,4.63230406085387
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test4,rpy_std_deg,4.78662222116438
-0.1,attitude_run_centered,top,QR_motioncap_brushless_Light_top_NoWind_test5,rpy_std_deg,3.54174704923941
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,vt_rmse_3d_cm,1.35093665573243
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,vt_rmse_3d_cm,0.60527148755289
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,vt_rmse_3d_cm,0.395924085449236
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,vt_rmse_3d_cm,0.508158206593469
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,vt_rmse_3d_cm,0.397382848841543
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,visual_dispersion_3d_cm,0.699647315684498
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,visual_dispersion_3d_cm,0.73300504876721
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,visual_dispersion_3d_cm,0.314801654244595
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,visual_dispersion_3d_cm,0.574206464719778
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,visual_dispersion_3d_cm,0.564153324751435
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,vk_rmse_3d_cm,1.26468532964323
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,vk_rmse_3d_cm,0.164665907648543
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,vk_rmse_3d_cm,0.638732135925905
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,vk_rmse_3d_cm,0.137044284811771
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,vk_rmse_3d_cm,0.326184189301602
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,kt_rmse_3d_cm,0.263499787681085
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,kt_rmse_3d_cm,0.665691622614148
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,kt_rmse_3d_cm,-0.00167561628803714
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,kt_rmse_3d_cm,0.296770886179544
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,kt_rmse_3d_cm,0.962038661704038
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,kalman_pos_std_3d_cm,0.259837322501481
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,kalman_pos_std_3d_cm,0.690656423495506
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,kalman_pos_std_3d_cm,-0.0797257637748103
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,kalman_pos_std_3d_cm,0.234936267909035
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,kalman_pos_std_3d_cm,0.983517549982861
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test1,rpy_std_deg,0.592358974568723
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test2,rpy_std_deg,0.255244597176611
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test3,rpy_std_deg,1.07010632012139
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test4,rpy_std_deg,0.647739851977787
-0.1,original_static,bot,QR_motioncap_brushless_Light_bot_NoWind_test5,rpy_std_deg,0.771083739166318
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,vt_rmse_3d_cm,-0.305122054985915
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,vt_rmse_3d_cm,0.250221729643046
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,vt_rmse_3d_cm,0.279874581667648
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,vt_rmse_3d_cm,0.0076523028921498
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,vt_rmse_3d_cm,-0.112471844149681
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,visual_dispersion_3d_cm,-0.731773828694545
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,visual_dispersion_3d_cm,-0.0198178716584145
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,visual_dispersion_3d_cm,-0.169343415619512
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,visual_dispersion_3d_cm,-0.203529643783952
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,visual_dispersion_3d_cm,-0.488107108241731
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,vk_rmse_3d_cm,-0.353158244651385
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,vk_rmse_3d_cm,0.316783470370722
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,vk_rmse_3d_cm,0.418744703177141
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,vk_rmse_3d_cm,0.372700157339779
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,vk_rmse_3d_cm,0.16668469041791
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,kt_rmse_3d_cm,-0.785113589062196
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,kt_rmse_3d_cm,-0.634428258325159
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,kt_rmse_3d_cm,0.0443662414283446
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,kt_rmse_3d_cm,-0.587679219253423
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,kt_rmse_3d_cm,-0.0922278378199981
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,kalman_pos_std_3d_cm,-0.844861812453692
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,kalman_pos_std_3d_cm,-0.664375995764348
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,kalman_pos_std_3d_cm,0.0494092261407242
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,kalman_pos_std_3d_cm,-0.577736914597212
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,kalman_pos_std_3d_cm,-0.114358452666088
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test1,rpy_std_deg,-3.16545833529333
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test2,rpy_std_deg,-0.862108267868095
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test3,rpy_std_deg,-1.91544366595953
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test4,rpy_std_deg,-1.16536228657465
-0.1,original_static,mid,QR_motioncap_brushless_Light_mid_NoWind_test5,rpy_std_deg,-1.5873022930947
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test1,vt_rmse_3d_cm,0.878274031907142
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test2,vt_rmse_3d_cm,1.87830593184119
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test3,vt_rmse_3d_cm,2.24144221802294
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test4,vt_rmse_3d_cm,1.85751279617409
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test5,vt_rmse_3d_cm,2.05784885558867
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test1,visual_dispersion_3d_cm,1.40550763974135
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test2,visual_dispersion_3d_cm,2.26129507139731
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test3,visual_dispersion_3d_cm,2.47380566801021
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test4,visual_dispersion_3d_cm,2.37173483598015
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test5,visual_dispersion_3d_cm,1.72092643059643
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test1,vk_rmse_3d_cm,0.595768849310794
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test2,vk_rmse_3d_cm,2.03269784921284
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test3,vk_rmse_3d_cm,2.50555370877362
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test4,vk_rmse_3d_cm,2.11231576155338
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test5,vk_rmse_3d_cm,1.69381067542764
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test1,kt_rmse_3d_cm,0.57639986461511
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test2,kt_rmse_3d_cm,0.66266678872667
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test3,kt_rmse_3d_cm,1.00728006714794
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test4,kt_rmse_3d_cm,1.32942047050527
-0.1,original_static,top,QR_motioncap_brushless_Light_top_NoWind_test5,kt_rmse_3d_cm,0.759813602943496
