test,level,run,segment,marker,shift_s,mode,n_samples,n_native_attitude,vt_rmse_3d_cm,visual_dispersion_3d_cm,vk_rmse_3d_cm,kt_rmse_3d_cm,kalman_pos_std_3d_cm,rpy_std_deg
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0,attitude_run_centered,169,2497,7.05812553608397,3.19142977378673,6.67928470200223,3.22221906307972,3.05495488202156,3.87818387272234
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.05,original_static,169,2496,6.72800652535066,3.19482134208073,6.31078452688052,3.20428628293882,3.03639185387529,3.87666196486535
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.05,attitude_absolute,169,2496,7.11355204246304,3.19337414168482,6.73681744238211,3.20428628293882,3.03639185387529,3.87666196486535
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.05,attitude_run_centered,169,2496,7.06225366314653,3.19369797967869,6.68434203813099,3.20428628293882,3.03639185387529,3.87666196486535
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.1,original_static,169,2496,6.72800652535066,3.19482134208073,6.32613592201085,3.1911588277769,3.02359386799095,3.87493917295123
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.1,attitude_absolute,169,2496,7.11654645167882,3.20416302587973,6.75572305610322,3.1911588277769,3.02359386799095,3.87493917295123
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.1,attitude_run_centered,169,2496,7.0652708293505,3.20445179005496,6.70350654952978,3.1911588277769,3.02359386799095,3.87493917295123
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.15,original_static,169,2497,6.72800652535066,3.19482134208073,6.37690554277439,3.21330690387776,3.04571071507411,3.87182877576702
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.15,attitude_absolute,169,2497,7.11523907003312,3.21866397406112,6.8009664223652,3.21330690387776,3.04571071507411,3.87182877576702
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.15,attitude_run_centered,169,2497,7.06402417435456,3.21891732271759,6.7492289689727,3.21330690387776,3.04571071507411,3.87182877576702
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.2,original_static,169,2497,6.72800652535066,3.19482134208073,6.43021931008694,3.20707177639373,3.03972266548149,3.86947692557606
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.2,attitude_absolute,169,2497,7.12423240920048,3.24184154348167,6.86512541861948,3.20707177639373,3.03972266548149,3.86947692557606
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,3,12,0.2,attitude_run_centered,169,2497,7.07307355641171,3.24202592570437,6.8140116850561,3.20707177639373,3.03972266548149,3.86947692557606
